Creation Date (Calendar),MMS Id,Title,Author,Author (contributor),ISBN,ISBN13,Reporting Code - 1st,Acquisition Method,Acquisition Method Description,Format,PO Line Type Name,Source Type,Fund Type,Parent Fund Name,Fund Code,Fund Name,Campus Name,Library Name,Location Code,Location Name,Permanent Call Number,Receiving Status,Receiving Date (Latest in POL),Status,Status (Active)
12/20/2023,9952400152801401,Metabolism and medicine : the physics of biological engines.,"Fertig, Brian, author.",,1003149871; 9781003149873; 9781000472134; 1000472132; 9780367712259; 0367712253; 9781000472158; 1000472159; 9780367699918; 0367699915,9781003149873,Physics/Astronomy,VENDOR_SYSTEM,Purchase at Vendor System,E,Electronic Title - One Time,API,Allocated fund,Firm Orders,nu-pa,nu-pa-Physics,,,,,,Yes,00/00/0,CLOSED,Closed
12/20/2023,9952400251101401,"The non-fundamentality of spacetime : general relativity, quantum gravity, and metaphysics /","Salimkhani, Kian, author.",,1003404146; 9781003404149; 1000984702; 9781000984705; 9781000984637; 100098463X; 9781032518336; 1032518332; 9781032518343; 1032518340,9781003404149,Physics/Astronomy,VENDOR_SYSTEM,Purchase at Vendor System,E,Electronic Book - One Time,RIALTO,Allocated fund,Firm Orders,nu-pa,nu-pa-Physics,,,,,,Yes,00/00/0,CLOSED,Closed
12/20/2023,9952400251201401,State-sum models of piecewise linear quantum gravity /,"Miković, Aleksandar, author.",,9789811269325; 9811269327; 9789811269318; 9811269319,9789811269325,Physics/Astronomy,VENDOR_SYSTEM,Purchase at Vendor System,E,Electronic Book - One Time,RIALTO,Allocated fund,Firm Orders,nu-pa,nu-pa-Physics,,,,,,Yes,00/00/0,CLOSED,Closed
12/20/2023,9952400251301401,The reasoning of quantum mechanics : operator theory and the harmonic oscillator /,"Beyer, Horst.",,3031171772; 9783031171772; 9783031171765; 3031171764,9783031171772,Physics/Astronomy,VENDOR_SYSTEM,Purchase at Vendor System,E,Electronic Book - One Time,RIALTO,Allocated fund,Firm Orders,nu-pa,nu-pa-Physics,,,,,,Yes,00/00/0,CLOSED,Closed
12/20/2023,9952400251401401,"Festivals and values : music, community engagement and organisational symbolism /","Kuligowski, Waldemar.","Poprawski, Marcin.",3031397525; 9783031397523; 9783031397516; 3031397517,9783031397523,Music,VENDOR_SYSTEM,Purchase at Vendor System,E,Electronic Book - One Time,RIALTO,Allocated fund,Firm Orders,nu-mu,nu-mu-Music,,,,,,Yes,00/00/0,CLOSED,Closed
12/20/2023,9952400251501401,"The two-mile time machine : ice cores, abrupt climate change, and our future /","Alley, Richard B.",,1400839203; 9781400839209; 1400852242; 9781400852246; 9780691102962; 0691102961; 0691004935; 9780691004938,9781400839209,Physics/Astronomy,VENDOR_SYSTEM,Purchase at Vendor System,E,Electronic Book - One Time,MANUALENTRY,Allocated fund,Firm Orders,nu-pa,nu-pa-Physics,,,,,,Yes,00/00/0,CLOSED,Closed
12/20/2023,9952400251601401,Becoming a strategic leader : capitalizing on the power of your personality /,"Watts, George W., author.","Blazek, Laurie, author.",1433843072; 9781433843075; 9781433843068; 1433843064,9781433843075,Psychology,VENDOR_SYSTEM,Purchase at Vendor System,E,Electronic Book - One Time,MANUALENTRY,Allocated fund,Firm Orders,nu-ps,nu-ps-Psychology,,,,,,Yes,00/00/0,CLOSED,Closed
12/20/2023,9952400251801401,New energies : a history of energy transitions in Europe and North America /,,"Needham, Andrew, 1971- editor.; Gross, Stephen G., 1980- editor.",0822989883; 9780822989882; 0822947765; 9780822947769,9780822989882,Mechanical/Industrial Engineering,VENDOR_SYSTEM,Purchase at Vendor System,E,Electronic Book - One Time,MANUALENTRY,Allocated fund,Firm Orders,nu-mi,nu-mi-Mechnical/Industrial Engineering,,,,,,Yes,00/00/0,CLOSED,Closed
12/20/2023,9952400251901401,Musical Landscapes in Color : Conversations with Black American Composers /,"Banfield, William C., 1961- author.",,0252054563; 9780252054563; 0252044827; 9780252044823; 0252086910; 9780252086915,9780252054563,Music,VENDOR_SYSTEM,Purchase at Vendor System,E,Electronic Book - One Time,MANUALENTRY,Allocated fund,Firm Orders,nu-mu,nu-mu-Music,,,,,,Yes,00/00/0,CLOSED,Closed
12/20/2023,9952400252001401,Why the dose matters : assessing the health risk of exposure to toxicants /,"Boelsterli, Urs A., 1948- author.",,1003346669; 9781003346661; 1000861414; 9781000861419; 1000861406; 9781000861402; 1032387653; 9781032387659; 9781032387642; 1032387645,9781003346661,Pharmacology/Toxicology,VENDOR_SYSTEM,Purchase at Vendor System,E,Electronic Book - One Time,RIALTO,Allocated fund,Firm Orders,nu-ph,nu-ph-Pharmacy,,,,,,Yes,00/00/0,CLOSED,Closed
12/20/2023,9952400252101401,Remapping sound studies /,,"Sykes, Jim, 1976- editor.; Steingo, Gavin, editor.",1478002190; 9781478002192; 1478000465; 9781478000464; 9781478000372; 1478000376,9781478002192,Music,VENDOR_SYSTEM,Purchase at Vendor System,E,Electronic Book - One Time,MANUALENTRY,Allocated fund,Firm Orders,nu-mu,nu-mu-Music,,,,,,Yes,00/00/0,CLOSED,Closed
12/20/2023,9952400252201401,The humanistic approach to occupational therapy /,"Fried, Aviva, author.",,1527593207; 9781527593206,9781527593206,Physical Therapy,VENDOR_SYSTEM,Purchase at Vendor System,E,Electronic Book - One Time,RIALTO,Allocated fund,Firm Orders,nu-pt,nu-pt-Physical Therapy,,,,,,Yes,00/00/0,CLOSED,Closed
12/20/2023,9952400252301401,"Health diplomacy in Africa : trends, challenges, and perspectives /",,"Mbur, Anna Tasha, editor.; Takwa, Zebulon Suifon, editor.; Bang, Henry Ngenyam, editor.; Ndi, Humphrey Ngala, editor.",3031412494; 9783031412493; 3031412486; 9783031412486,9783031412493,Health Sciences,VENDOR_SYSTEM,Purchase at Vendor System,E,Electronic Book - One Time,RIALTO,Allocated fund,Firm Orders,nu-md,nu-md-Medicine (Bouve other),,,,,,Yes,00/00/0,CLOSED,Closed
12/20/2023,9952400252401401,"Making sense of health, disease, and the environment in cross-cultural history : the Arabic-Islamic World, China, Europe and North America /",,"Katouzian-Safadi, Mehrnaz, editor.; Gaille-Nikodimov, Marie, editor.; Bretelle-Establet, Florence, editor.",9783030190828; 303019082X; 9783030190811; 3030190811,9783030190828,Health Sciences,VENDOR_SYSTEM,Purchase at Vendor System,E,Electronic Book - One Time,RIALTO,Allocated fund,Firm Orders,nu-md,nu-md-Medicine (Bouve other),,,,,,Yes,00/00/0,CLOSED,Closed
12/20/2023,9952400252501401,Insights into neurorehabilitation /,"Wei, Pengxu, author.",,1527590852; 9781527590854; 9781527590847; 1527590844,9781527590854,Physical Therapy,VENDOR_SYSTEM,Purchase at Vendor System,E,Electronic Book - One Time,RIALTO,Allocated fund,Firm Orders,nu-pt,nu-pt-Physical Therapy,,,,,,Yes,00/00/0,CLOSED,Closed
12/20/2023,9952400252601401,"The rise and fall of the East : how exams, autocracy, stability, and technology brought China success, and why they might lead to its decline /","Huang, Yasheng, author.",,9780300274912; 0300274912; 0300266367; 9780300266368,9780300274912,Economics,VENDOR_SYSTEM,Purchase at Vendor System,E,Electronic Book - One Time,MANUALENTRY,Allocated fund,Firm Orders,nu-ec,nu-ec-Economics,,,,,,Yes,00/00/0,CLOSED,Closed
12/20/2023,9952400252701401,The civic bargain : how democracy survives /,"Manville, Brook, 1950- author.","Ober, Josiah, author.",9780691230443; 0691230447; 9780691218601; 0691218609,9780691230443,Political Science,VENDOR_SYSTEM,Purchase at Vendor System,E,Electronic Book - One Time,MANUALENTRY,Allocated fund,Firm Orders,nu-po,nu-po-Political Science,,,,,,Yes,00/00/0,CLOSED,Closed
12/20/2023,9952400252801401,Experience design : a participatory manifesto /,"Burickson, Abraham, author.","Holeman, Erica, designer.; Lupton, Ellen, writer of foreword.",0300272529; 9780300272529; 9780300269475; 0300269471,9780300272529,Art,VENDOR_SYSTEM,Purchase at Vendor System,E,Electronic Book - One Time,MANUALENTRY,Allocated fund,Firm Orders,nu-ar,nu-ar-Art and Design,,,,,,Yes,00/00/0,CLOSED,Closed
12/21/2023,9952397951401401,The night eaters.,"Liu, Marjorie M., author.","Harry N. Abrams, Inc., publisher.; Dickey, Chris, letterer.; Takeda, Sana, author, artist.",1419758705; 9781419758706; 9781419766572; 1419766570,9781419758706,Fiction,VENDOR_SYSTEM,Purchase at Vendor System,P,Physical - One Time,API,Allocated fund,F.W. OLIN LIBRARY RESTRICTED ACCOUNT,rnlds,Flora Elizabeth Reynolds Book Fund,OAKLAND Campus,F.W. Olin Library,olgn,Graphic Novels - 2nd Floor,Fiction L7835n 2022,Yes,01/02/2024,CLOSED,Closed
12/21/2023,9952397951501401,Land of milk and honey /,"Zhang, C Pam, author.",,0593538242; 9780593538241; 059371587X; 9780593715871; 9780593538265; 0593538269,9780593538241,Fiction,VENDOR_SYSTEM,Purchase at Vendor System,P,Physical - One Time,API,Allocated fund,F.W. OLIN LIBRARY RESTRICTED ACCOUNT,rnlds,Flora Elizabeth Reynolds Book Fund,OAKLAND Campus,F.W. Olin Library,olfic,Fiction - 2nd Floor,Fiction Z632L 2023,Yes,01/02/2024,CLOSED,Closed
12/21/2023,9952399650301401,Interactive design : towards a responsive environment /,,"Leach, Neil, editor.; Farahi, Behnaz, editor.",3035626898; 9783035626896,9783035626896,Art,VENDOR_SYSTEM,Purchase at Vendor System,E,Electronic Book - One Time,RIALTO,Allocated fund,Reserve,3114,3114-Reserve,,,,,,Yes,00/00/0,CLOSED,Closed
12/21/2023,9952399848201401,Ambient Sufism : ritual niches and the social work of musical form /,"Jankowsky, Richard C., author.",,9780226723501; 022672350X; 022672347X; 9780226723471; 9780226723334; 022672333X,9780226723501,Music,VENDOR_SYSTEM,Purchase at Vendor System,E,Electronic Book - One Time,RIALTO,Allocated fund,Reserve,3114,3114-Reserve,,,,,,Yes,00/00/0,CLOSED,Closed
12/21/2023,9952400250301401,Informatics and technology in clinical care and public health /,"International Conference on Informatics, Management, and Technology in Healthcare Online) 2021 : (19th :",,1643682512; 9781643682518; 9781643682501; 1643682504,9781643682518,Health Informatics,VENDOR_SYSTEM,Purchase at Vendor System,E,Electronic Book - One Time,RIALTO,Allocated fund,Firm Orders,nu-ph,nu-ph-Pharmacy,,,,,,Yes,00/00/0,CLOSED,Closed
12/21/2023,9952400250401401,"Reintroducing healthy movement into daily life : combating stress, disease and ill health /","Warren, Bernie, 1953- author.","McQueen-Fuentes, Glenys, 1948- author.",0429439806; 9780429439803; 9781138342309; 1138342300; 9781138342286; 1138342289,9780429439803,Physical Therapy,VENDOR_SYSTEM,Purchase at Vendor System,E,Electronic Book - One Time,RIALTO,Allocated fund,Firm Orders,nu-pt,nu-pt-Physical Therapy,,,,,,Yes,00/00/0,CLOSED,Closed
12/21/2023,9952400250501401,"Immobility and medicine : exploring stillness, waiting and the in-between /",,"Lee-Crossett, Kyle.; Vindrola-Padros, Bruno.; Vindrola-Padros, Cecilia, 1983-",9811549761; 9789811549762; 9789811549755; 9811549753,9789811549762,Physical Therapy,VENDOR_SYSTEM,Purchase at Vendor System,E,Electronic Book - One Time,RIALTO,Allocated fund,Firm Orders,nu-pt,nu-pt-Physical Therapy,,,,,,Yes,00/00/0,CLOSED,Closed
12/21/2023,9952400250601401,"Back exercise : stabilize, mobilize, and reduce pain /","Richey, Brian, 1971- author.",,1492594784; 9781492594789; 1492594776; 9781492594772; 9781492594765; 1492594768,9781492594789,Physical Therapy,VENDOR_SYSTEM,Purchase at Vendor System,E,Electronic Book - One Time,RIALTO,Allocated fund,Firm Orders,nu-pt,nu-pt-Physical Therapy,,,,,,Yes,00/00/0,CLOSED,Closed
12/21/2023,9952400250701401,Handbook of research on advances in digital technologies to promote rehabilitation and community participation /,,"IGI Global, publisher.; Almeida, Raquel Simões de, editor.; Simões-Silva, Vítor, editor.; Trigueiro, Maria João, editor.",1668492520; 9781668492529; 9781668492512; 1668492512,9781668492529,Physical Therapy,VENDOR_SYSTEM,Purchase at Vendor System,E,Electronic Book - One Time,RIALTO,Allocated fund,Firm Orders,nu-pt,nu-pt-Physical Therapy,,,,,,Yes,00/00/0,CLOSED,Closed
12/21/2023,9952400250801401,"Interpreting musculoskeletal images : anatomy, pathology and emergency reporting /","Jones, Rosie, author.",,1000912981; 9781000912982; 1003355412; 9781003355410; 9781000913026; 1000913023; 9781032409382; 103240938X; 9781032398914; 1032398914,9781000912982,Physical Therapy,VENDOR_SYSTEM,Purchase at Vendor System,E,Electronic Book - One Time,RIALTO,Allocated fund,Firm Orders,nu-pt,nu-pt-Physical Therapy,,,,,,Yes,00/00/0,CLOSED,Closed
12/21/2023,9952400452501401,A history of popular culture in Japan : from the seventeenth century to the present /,"Atkins, E. Taylor 1967- author. (Everett Taylor),",,1350195936; 9781350195936; 1350195928; 9781350195929; 9781350195950; 1350195952; 9781350195943; 1350195944,9781350195936,History,VENDOR_SYSTEM,Purchase at Vendor System,P,Print Book - One Time,MANUALENTRY,Allocated fund,F.W. OLIN LIBRARY RESTRICTED ACCOUNT,rnlds,Flora Elizabeth Reynolds Book Fund,OAKLAND Campus,F.W. Olin Library,olnf1,Non-Fiction,306.0952 A873 2023,Yes,01/04/2024,CLOSED,Closed
12/21/2023,9952400452601401,Family style : memories of an American from Vietnam /,"Pham, Thien, author, illustrator.",,1250809711; 9781250809711; 125080972X; 9781250809728,9781250809711,Juvenile,VENDOR_SYSTEM,Purchase at Vendor System,P,Print Book - One Time,MANUALENTRY,Allocated fund,F.W. OLIN LIBRARY RESTRICTED ACCOUNT,rnlds,Flora Elizabeth Reynolds Book Fund,OAKLAND Campus,F.W. Olin Library,olgn,Graphic Novels - 2nd Floor,305.90691 P534f 2023,Yes,01/02/2024,CLOSED,Closed
12/22/2023,9952397951001401,Linguistic identities in the Arab Gulf states : waves of change /,,"Zoghbor, Wafa, editor.; Hopkyns, Sarah, editor.",1003149634; 9781003149637; 1000595897; 9781000595895; 9781000595871; 1000595870; 9780367711719; 0367711710; 9780367711733; 0367711737,9781003149637,Linguistics,VENDOR_SYSTEM,Purchase at Vendor System,E,Electronic Title - One Time,API,Allocated fund,Firm Orders,nu-ps,nu-ps-Psychology,,,,,,Yes,00/00/0,CLOSED,Closed
12/22/2023,9952397951101401,Russian syntax for advanced students /,"Rojavin, Marina, author.",,1003174736; 9781003174738; 9781032005577; 1032005572; 1000582620; 9781000582628; 1000582493; 9781000582499; 9781032005553; 1032005556,9781003174738,Linguistics,VENDOR_SYSTEM,Purchase at Vendor System,E,Electronic Title - One Time,API,Allocated fund,Firm Orders,nu-ln,nu-ln-Linguistics,,,,,,Yes,00/00/0,CLOSED,Closed
12/22/2023,9952397951201401,Expressive morphology in the languages of South Asia /,,"Williams, Jeffrey P. 1958- editor. (Jeffrey Payne),",1315265621; 9781315265629; 135196772X; 9781351967723,9781315265629,Linguistics,VENDOR_SYSTEM,Purchase at Vendor System,E,Electronic Title - One Time,API,Allocated fund,Firm Orders,nu-ln,nu-ln-Linguistics,,,,,,Yes,00/00/0,CLOSED,Closed
12/22/2023,9952397951301401,Designing emotion : methods and strategies for designers /,"Roth, Mareike, author.","Saiz, Oliver, contributor.; Saiz, Oliver, author.; Roth, Mareike, contributor.",3035623864; 9783035623864; 9783035623857; 3035623856,9783035623864,Art,VENDOR_SYSTEM,Purchase at Vendor System,E,Electronic Title - One Time,API,Allocated fund,Firm Orders,nu-ar,nu-ar-Art and Design,,,,,,Yes,00/00/0,CLOSED,Closed
12/22/2023,9952399848001401,City of song : music and the making of modern Jerusalem /,"Figueroa, Michael A., 1984- author.",,0197546455; 9780197546451; 0197546463; 9780197546468; 9780197546444; 0197546447; 9780197546475; 0197546471; 9780197546437; 0197546439,9780197546451,Music,VENDOR_SYSTEM,Purchase at Vendor System,E,Electronic Book - One Time,RIALTO,Allocated fund,Reserve,3114,3114-Reserve,,,,,,Yes,00/00/0,CLOSED,Closed
12/22/2023,9952400151801401,The Oxford handbook of developmental psychology and the law /,,"Quas, Jodi A., author.; Redlich, Allison D., editor.",0197549543; 9780197549544; 0197549535; 9780197549537; 9780197549513; 0197549519,9780197549544,Psychology,VENDOR_SYSTEM,Purchase at Vendor System,E,Electronic Title - One Time,API,Allocated fund,Firm Orders,nu-ps,nu-ps-Psychology,,,,,,Yes,00/00/0,CLOSED,Closed
12/22/2023,9952400152001401,Lessons for living : what only adversity can teach you /,"Stutz, Phil, author.",,0593731093; 9780593731093; 9780593731086; 0593731085,9780593731093,Psychology,VENDOR_SYSTEM,Purchase at Vendor System,E,Electronic Title - One Time,API,Allocated fund,Firm Orders,nu-ps,nu-ps-Psychology,,,,,,Yes,00/00/0,CLOSED,Closed
12/22/2023,9952400152101401,Is artificial intelligence racist? : the ethics of AI and the future of humanity /,"Adib-Moghaddam, Arshin, author.",,1350374431; 9781350374430; 135037444X; 9781350374447; 1350374423; 9781350374423; 9781350374454; 1350374458; 9781350374461; 1350374466,9781350374430,Psychology,VENDOR_SYSTEM,Purchase at Vendor System,E,Electronic Title - One Time,API,Allocated fund,Firm Orders,nu-ps,nu-ps-Psychology,,,,,,Yes,00/00/0,CLOSED,Closed
12/22/2023,9952400152201401,The dialectical behavior therapy skills workbook for shame : powerful DBT skills to cope with painful emotions & move beyond shame /,"Chapman, Alexander L. author. (Alexander Lawrence),","Gratz, Kim L., author.",1684039630; 9781684039630; 9781684039616; 1684039614,9781684039630,Psychology,VENDOR_SYSTEM,Purchase at Vendor System,E,Electronic Title - One Time,API,Allocated fund,Firm Orders,nu-ps,nu-ps-Psychology,,,,,,Yes,00/00/0,CLOSED,Closed
12/22/2023,9952400152301401,"The DBT workbook for alcohol and drug addiction : ǂb skills and strategies for emotional regulation, recovery, and relapse prevention / ǂc Laura J. Petracek, PhD, LCSW ; foreword by Gillian Galen, PsyD.","Petracek, Laura J., author.","Galen, Gillian.",9781839972515; 1839972513; 9781839972522; 1839972521,9781839972515,Psychology,VENDOR_SYSTEM,Purchase at Vendor System,E,Electronic Title - One Time,API,Allocated fund,Firm Orders,nu-ps,nu-ps-Psychology,,,,,,Yes,00/00/0,CLOSED,Closed
12/22/2023,9952400152401401,The syntax and morphology of English verbs : patterns that matter /,"Emonds, Joseph E., author.",,9783110734379; 3110734370; 9783110734416; 3110734419; 9783110738711; 3110738716,9783110734379,Linguistics,VENDOR_SYSTEM,Purchase at Vendor System,E,Electronic Title - One Time,API,Allocated fund,Firm Orders,nu-ln,nu-ln-Linguistics,,,,,,Yes,00/00/0,CLOSED,Closed
12/22/2023,9952400152501401,"Queering Science Communication : Representations, Theory, and Practice /",,"Roberson, Tara, editor.; Orthia, Lindy A., 1972- editor.",9781529224436; 1529224438; 152922442X; 9781529224429; 9781529224405; 1529224403,9781529224436,General Science,VENDOR_SYSTEM,Purchase at Vendor System,E,Electronic Title - One Time,API,Allocated fund,Firm Orders,nu-gs,nu-gs-General Science (COS),,,,,,Yes,00/00/0,CLOSED,Closed
12/22/2023,9952400152601401,Data science for neuroimaging : an introduction /,"Rokem, Ariel, 1977- author.","Yarkoni, Tal, author.",9780691222745; 0691222746; 9780691222738; 0691222738; 9780691222752; 0691222754,9780691222745,General Science,VENDOR_SYSTEM,Purchase at Vendor System,E,Electronic Title - One Time,API,Allocated fund,Firm Orders,nu-gs,nu-gs-General Science (COS),,,,,,Yes,00/00/0,CLOSED,Closed
12/25/2023,9952399649601401,"Defining the age : Daniel Bell, his time and ours /",,"Zelizer, Julian E., editor.; Starr, Paul, 1949- editor.",0231555172; 9780231555173; 9780231203678; 0231203675; 9780231203661; 0231203667,9780231555173,Sociology,VENDOR_SYSTEM,Purchase at Vendor System,E,Electronic Book - One Time,RIALTO,Allocated fund,Firm Orders,nu-an,nu-an-Anthropology and Sociology,,,,,,Yes,00/00/0,CLOSED,Closed
